City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket,year,month,day,day_of_week,is_weekend,quarter,aqi_lag_1,aqi_lag_7,aqi_rolling_7d,aqi_rolling_30d
Bengaluru,2018-02-16,29.62,6.66,30.03,22.24,0.98,2.79,36.38,70.0,Satisfactory,2018,2,16,4,0,1,71.0,95.0,74.71428571428571,92.5
Bengaluru,2018-02-17,32.11,8.19,37.85,23.18,1.03,8.54,43.4,77.0,Satisfactory,2018,2,17,5,1,1,70.0,83.0,73.85714285714286,91.73333333333333
Bengaluru,2018-02-18,27.53,3.13,22.89,15.17,0.95,5.69,49.17,83.0,Satisfactory,2018,2,18,6,1,1,77.0,76.0,74.85714285714286,91.03333333333333
Bengaluru,2018-02-19,28.6,3.48,26.23,17.17,1.05,4.22,51.46,82.0,Satisfactory,2018,2,19,0,0,1,83.0,74.0,76.0,89.7
Bengaluru,2018-02-20,28.89,2.78,22.48,16.61,1.09,3.15,55.88,81.0,Satisfactory,2018,2,20,1,0,1,82.0,78.0,76.42857142857143,88.96666666666667
Bengaluru,2018-02-21,34.62,5.45,32.97,20.66,0.98,3.36,52.95,80.0,Satisfactory,2018,2,21,2,0,1,81.0,71.0,77.71428571428571,88.43333333333334
Bengaluru,2018-02-22,37.13,7.04,39.61,26.13,0.95,3.19,52.15,82.0,Satisfactory,2018,2,22,3,0,1,80.0,71.0,79.28571428571429,87.76666666666667
Bengaluru,2018-02-23,34.6,3.84,31.9,19.82,0.94,2.94,52.09,83.0,Satisfactory,2018,2,23,4,0,1,82.0,70.0,81.14285714285714,87.06666666666666
Bengaluru,2018-02-24,26.41,3.63,19.98,15.15,0.96,2.35,35.76,81.0,Satisfactory,2018,2,24,5,1,1,83.0,77.0,81.71428571428571,86.4
Bengaluru,2018-02-25,21.87,3.17,14.46,13.05,0.92,2.34,37.55,69.0,Satisfactory,2018,2,25,6,1,1,81.0,83.0,79.71428571428571,85.43333333333334
Bengaluru,2018-02-26,21.31,7.96,27.46,23.09,1.01,2.61,30.2,68.0,Satisfactory,2018,2,26,0,0,1,69.0,82.0,77.71428571428571,84.23333333333333
Bengaluru,2018-02-27,23.35,7.4,26.31,20.8,0.94,3.87,32.51,71.0,Satisfactory,2018,2,27,1,0,1,68.0,81.0,76.28571428571429,82.96666666666667
Bengaluru,2018-02-28,29.3,7.13,32.9,25.1,1.04,3.4,31.63,81.0,Satisfactory,2018,2,28,2,0,1,71.0,80.0,76.42857142857143,82.53333333333333
Bengaluru,2018-03-01,29.48,4.8,27.41,20.33,0.95,3.09,36.47,83.0,Satisfactory,2018,3,1,3,0,1,81.0,82.0,76.57142857142857,82.0
Bengaluru,2018-03-02,30.38,4.88,38.24,21.33,0.98,3.53,45.24,87.0,Satisfactory,2018,3,2,4,0,1,83.0,83.0,77.14285714285714,81.26666666666667
Bengaluru,2018-03-03,38.39,6.26,36.26,26.83,1.0,3.14,43.82,92.0,Satisfactory,2018,3,3,5,1,1,87.0,81.0,78.71428571428571,81.2
Bengaluru,2018-03-04,36.56,3.02,24.85,31.34,1.02,4.2,44.8,84.0,Satisfactory,2018,3,4,6,1,1,92.0,69.0,80.85714285714286,80.06666666666666
Bengaluru,2018-03-05,30.79,7.78,34.44,39.95,1.02,3.71,36.83,86.0,Satisfactory,2018,3,5,0,0,1,84.0,68.0,83.42857142857143,80.0
Bengaluru,2018-03-06,32.09,5.78,32.76,29.06,0.96,3.85,33.61,87.0,Satisfactory,2018,3,6,1,0,1,86.0,71.0,85.71428571428571,80.0
Bengaluru,2018-03-07,33.88,3.4,25.14,19.18,0.98,3.83,46.63,90.0,Satisfactory,2018,3,7,2,0,1,87.0,81.0,87.0,80.3
Bengaluru,2018-03-08,41.37,4.18,27.15,19.49,1.08,3.66,40.31,99.0,Satisfactory,2018,3,8,3,0,1,90.0,83.0,89.28571428571429,80.76666666666667
Bengaluru,2018-03-09,59.48,12.31,47.26,31.65,1.09,4.07,40.87,104.0,Moderate,2018,3,9,4,0,1,99.0,87.0,91.71428571428571,81.6
Bengaluru,2018-03-10,59.82,4.32,37.1,25.26,1.05,4.18,33.03,109.0,Moderate,2018,3,10,5,1,1,104.0,92.0,94.14285714285714,82.56666666666666
Bengaluru,2018-03-11,45.19,2.76,22.32,20.37,1.03,3.7,45.61,106.0,Moderate,2018,3,11,6,1,1,109.0,84.0,97.28571428571429,82.93333333333334
Bengaluru,2018-03-12,35.82,3.16,17.43,16.54,1.05,4.01,38.92,92.0,Satisfactory,2018,3,12,0,0,1,106.0,86.0,98.14285714285714,83.23333333333333
Bengaluru,2018-03-13,20.49,4.21,14.01,13.79,1.14,4.08,20.48,76.0,Satisfactory,2018,3,13,1,0,1,92.0,87.0,96.57142857142857,83.23333333333333
Bengaluru,2018-03-14,29.23,3.6,16.94,15.38,1.15,4.17,38.25,75.0,Satisfactory,2018,3,14,2,0,1,76.0,90.0,94.42857142857143,83.26666666666667
Bengaluru,2018-03-15,26.46,8.41,22.08,17.84,1.15,3.95,26.5,77.0,Satisfactory,2018,3,15,3,0,1,75.0,99.0,91.28571428571429,83.23333333333333
Bengaluru,2018-03-16,19.13,7.07,28.79,15.29,1.03,3.88,23.65,71.0,Satisfactory,2018,3,16,4,0,1,77.0,104.0,86.57142857142857,83.23333333333333
Bengaluru,2018-03-17,23.01,5.6,27.98,22.16,1.02,4.27,26.48,74.0,Satisfactory,2018,3,17,5,1,1,71.0,109.0,81.57142857142857,83.33333333333333
Bengaluru,2018-03-18,20.75,3.76,16.69,25.18,1.09,3.39,20.61,53.0,Satisfactory,2018,3,18,6,1,1,74.0,106.0,74.0,82.76666666666667
Bengaluru,2018-03-19,31.94,4.22,24.94,28.1,0.97,3.33,50.57,61.0,Satisfactory,2018,3,19,0,0,1,53.0,92.0,69.57142857142857,82.23333333333333
Bengaluru,2018-03-20,43.91,4.42,35.38,34.02,1.49,3.26,46.5,97.0,Satisfactory,2018,3,20,1,0,1,61.0,76.0,72.57142857142857,82.7
Bengaluru,2018-03-21,42.72,3.75,31.97,31.3,1.55,3.02,53.46,124.0,Moderate,2018,3,21,2,0,1,97.0,75.0,79.57142857142857,84.1
Bengaluru,2018-03-22,31.78,19.92,50.97,38.75,1.83,3.78,34.26,135.0,Moderate,2018,3,22,3,0,1,124.0,77.0,87.85714285714286,85.9
Bengaluru,2018-03-23,40.18,27.3,62.66,50.12,1.23,3.89,32.05,127.0,Moderate,2018,3,23,4,0,1,135.0,71.0,95.85714285714286,87.46666666666667
Bengaluru,2018-03-24,37.72,4.06,27.94,28.5,0.82,3.61,58.64,100.0,Satisfactory,2018,3,24,5,1,1,127.0,74.0,99.57142857142857,88.06666666666666
Bengaluru,2018-03-25,38.84,4.49,27.43,47.05,1.05,3.59,54.78,98.0,Satisfactory,2018,3,25,6,1,1,100.0,53.0,106.0,88.56666666666666
Bengaluru,2018-03-26,30.97,6.77,35.66,31.84,0.67,5.17,30.46,100.0,Satisfactory,2018,3,26,0,0,1,98.0,61.0,111.57142857142857,89.2
Bengaluru,2018-03-27,19.85,7.68,34.2,23.6,0.78,6.99,73.5,87.0,Satisfactory,2018,3,27,1,0,1,100.0,97.0,110.14285714285714,89.8
Bengaluru,2018-03-30,30.97,3.64,25.98,34.17,1.05,1.48,30.46,118.0,Moderate,2018,3,30,4,0,1,87.0,124.0,109.28571428571429,91.46666666666667
Bengaluru,2018-03-31,30.97,3.67,24.6,27.21,1.05,2.58,30.46,104.0,Moderate,2018,3,31,5,1,1,118.0,135.0,104.85714285714286,92.56666666666666
Bengaluru,2018-04-01,30.97,3.56,22.45,17.49,0.86,2.83,30.46,102.0,Moderate,2018,4,1,6,1,2,104.0,127.0,101.28571428571429,93.26666666666667
Bengaluru,2018-04-02,30.97,5.94,26.81,31.9,1.0,3.0,30.46,107.0,Moderate,2018,4,2,0,0,2,102.0,100.0,102.28571428571429,94.06666666666666
Bengaluru,2018-04-03,30.97,9.49,40.15,49.37,1.15,3.91,30.46,98.0,Satisfactory,2018,4,3,1,0,2,107.0,98.0,102.28571428571429,94.43333333333334
Bengaluru,2018-04-04,30.97,5.83,35.38,45.2,0.89,3.42,30.46,108.0,Moderate,2018,4,4,2,0,2,98.0,100.0,103.42857142857143,94.96666666666667
Bengaluru,2018-04-05,30.97,5.13,33.5,51.07,1.22,3.39,30.46,107.0,Moderate,2018,4,5,3,0,2,108.0,87.0,106.28571428571429,95.73333333333333
Bengaluru,2018-04-06,30.97,7.27,37.46,55.02,1.03,3.64,30.46,108.0,Moderate,2018,4,6,4,0,2,107.0,118.0,104.85714285714286,96.46666666666667
Bengaluru,2018-04-07,30.97,4.89,28.66,33.33,0.78,3.55,30.46,106.0,Moderate,2018,4,7,5,1,2,108.0,104.0,105.14285714285714,97.1
Bengaluru,2018-04-08,30.97,4.36,24.25,12.97,0.66,3.4,30.46,103.0,Moderate,2018,4,8,6,1,2,106.0,102.0,105.28571428571429,97.53333333333333
Bengaluru,2018-04-09,30.97,5.04,23.57,10.6,0.7,3.34,30.46,93.0,Satisfactory,2018,4,9,0,0,2,103.0,107.0,103.28571428571429,97.33333333333333
Bengaluru,2018-04-12,30.97,5.74,26.2,39.18,0.9,3.24,30.46,88.0,Satisfactory,2018,4,12,3,0,2,93.0,98.0,101.85714285714286,96.8
Bengaluru,2018-04-13,28.96,5.8,25.44,41.42,0.98,3.56,30.46,65.0,Satisfactory,2018,4,13,4,0,2,88.0,108.0,95.71428571428571,95.33333333333333
Bengaluru,2018-04-14,30.97,4.67,22.0,35.53,0.96,3.8,30.46,62.0,Satisfactory,2018,4,14,5,1,2,65.0,107.0,89.28571428571429,93.86666666666666
Bengaluru,2018-04-15,30.97,3.99,16.94,17.16,0.67,3.42,30.46,65.0,Satisfactory,2018,4,15,6,1,2,62.0,108.0,83.14285714285714,92.96666666666667
Bengaluru,2018-04-16,30.43,5.41,19.09,12.56,0.69,3.01,30.46,61.0,Satisfactory,2018,4,16,0,0,2,65.0,106.0,76.71428571428571,92.46666666666667
Bengaluru,2018-04-17,32.38,7.83,27.27,32.3,0.87,2.74,30.46,70.0,Satisfactory,2018,4,17,1,0,2,61.0,103.0,72.0,92.3
Bengaluru,2018-04-18,36.4,6.2,30.93,35.66,0.96,2.73,30.46,67.0,Satisfactory,2018,4,18,2,0,2,70.0,93.0,68.28571428571429,91.96666666666667
Bengaluru,2018-04-19,47.67,4.34,27.36,18.62,0.91,6.9,30.46,81.0,Satisfactory,2018,4,19,3,0,2,67.0,88.0,67.28571428571429,92.3
Bengaluru,2018-04-20,36.52,8.43,32.2,27.12,0.85,2.28,66.22,85.0,Satisfactory,2018,4,20,4,0,2,81.0,65.0,70.14285714285714,92.66666666666667
Bengaluru,2018-04-21,33.4,7.43,37.81,41.59,0.9,2.7,30.46,79.0,Satisfactory,2018,4,21,5,1,2,85.0,62.0,72.57142857142857,93.53333333333333
Bengaluru,2018-04-22,33.42,3.64,19.6,23.46,0.78,3.94,30.46,74.0,Satisfactory,2018,4,22,6,1,2,79.0,65.0,73.85714285714286,93.96666666666667
Bengaluru,2018-04-23,41.19,4.23,19.98,22.84,0.8,3.94,90.99,66.0,Satisfactory,2018,4,23,0,0,2,74.0,61.0,74.57142857142857,92.93333333333334
Bengaluru,2018-04-24,42.62,6.45,29.87,24.4,0.82,4.05,55.89,82.0,Satisfactory,2018,4,24,1,0,2,66.0,70.0,76.28571428571429,91.53333333333333
Bengaluru,2018-04-25,42.99,9.48,53.65,29.28,0.98,4.06,49.01,74.0,Satisfactory,2018,4,25,2,0,2,82.0,67.0,77.28571428571429,89.5
Bengaluru,2018-04-26,49.93,3.29,24.84,21.13,0.85,5.71,46.4,83.0,Satisfactory,2018,4,26,3,0,2,74.0,81.0,77.57142857142857,88.03333333333333
Bengaluru,2018-04-27,44.12,2.79,20.7,30.23,1.16,5.25,53.72,103.0,Moderate,2018,4,27,4,0,2,83.0,85.0,80.14285714285714,88.13333333333334
Bengaluru,2018-04-28,39.22,3.52,21.73,31.32,0.91,5.54,40.12,82.0,Satisfactory,2018,4,28,5,1,2,103.0,79.0,80.57142857142857,87.6
Bengaluru,2018-04-29,44.57,3.55,28.96,26.98,0.69,6.03,45.33,81.0,Satisfactory,2018,4,29,6,1,2,82.0,74.0,81.57142857142857,86.96666666666667
Bengaluru,2018-04-30,187.49,3.4,25.4,12.72,1.14,5.46,46.3,100.0,Satisfactory,2018,4,30,0,0,2,81.0,66.0,86.42857142857143,87.4
Bengaluru,2018-05-01,59.11,3.0,18.64,9.9,0.59,6.12,48.92,352.0,Very Poor,2018,5,1,1,0,2,100.0,82.0,125.0,95.2
Bengaluru,2018-05-02,65.71,3.54,24.39,21.7,0.9,9.43,41.52,114.0,Moderate,2018,5,2,2,0,2,352.0,74.0,130.71428571428572,95.53333333333333
Bengaluru,2018-05-03,44.58,5.02,34.25,31.13,0.88,5.83,46.69,98.0,Satisfactory,2018,5,3,3,0,2,114.0,83.0,132.85714285714286,95.4
Bengaluru,2018-05-04,113.31,3.72,26.78,36.23,1.16,6.65,45.87,73.0,Satisfactory,2018,5,4,4,0,2,98.0,103.0,128.57142857142858,94.26666666666667
Bengaluru,2018-05-05,62.35,3.63,33.46,18.98,0.72,4.22,38.61,144.0,Moderate,2018,5,5,5,1,2,73.0,82.0,137.42857142857142,95.8
Bengaluru,2018-05-06,79.0,3.35,24.55,14.69,0.73,5.71,44.38,99.0,Satisfactory,2018,5,6,6,1,2,144.0,81.0,140.0,95.5
Bengaluru,2018-05-07,50.52,28.39,60.58,32.23,0.91,5.1,36.48,151.0,Moderate,2018,5,7,0,0,2,99.0,100.0,147.28571428571428,96.96666666666667
Bengaluru,2018-05-08,55.88,4.95,33.39,13.81,0.8,6.3,32.43,113.0,Moderate,2018,5,8,1,0,2,151.0,352.0,113.14285714285714,97.13333333333334
Bengaluru,2018-05-09,32.46,3.82,27.7,19.63,0.69,5.64,52.6,76.0,Satisfactory,2018,5,9,2,0,2,113.0,114.0,107.71428571428571,96.13333333333334
Bengaluru,2018-05-10,28.99,6.84,27.51,17.75,0.81,5.31,41.46,65.0,Satisfactory,2018,5,10,3,0,2,76.0,98.0,103.0,94.86666666666666
Bengaluru,2018-05-11,27.03,7.84,39.99,18.71,0.89,5.48,24.19,59.0,Satisfactory,2018,5,11,4,0,2,65.0,73.0,101.0,93.73333333333333
Bengaluru,2018-05-12,27.01,3.38,24.22,13.98,0.88,4.33,39.45,62.0,Satisfactory,2018,5,12,5,1,2,59.0,144.0,89.28571428571429,92.86666666666666
Bengaluru,2018-05-13,26.73,3.42,26.31,13.73,0.86,5.76,46.78,60.0,Satisfactory,2018,5,13,6,1,2,62.0,99.0,83.71428571428571,92.7
Bengaluru,2018-05-14,33.13,5.95,47.07,21.25,0.87,7.1,37.5,69.0,Satisfactory,2018,5,14,0,0,2,60.0,151.0,72.0,92.93333333333334
Bengaluru,2018-05-15,35.64,7.74,41.15,18.25,0.7,6.35,44.59,64.0,Satisfactory,2018,5,15,1,0,2,69.0,113.0,65.0,92.9
Bengaluru,2018-05-16,34.36,5.28,34.6,16.48,0.82,6.26,29.15,61.0,Satisfactory,2018,5,16,2,0,2,64.0,76.0,62.857142857142854,92.9
Bengaluru,2018-05-17,39.69,3.42,24.0,15.82,0.9,5.16,41.75,65.0,Satisfactory,2018,5,17,3,0,2,61.0,65.0,62.857142857142854,92.73333333333333
Bengaluru,2018-05-18,43.05,13.78,33.14,27.53,1.1,4.09,35.22,92.0,Satisfactory,2018,5,18,4,0,2,65.0,59.0,67.57142857142857,93.56666666666666
Bengaluru,2018-05-19,45.09,17.64,42.69,34.28,0.98,4.82,42.52,98.0,Satisfactory,2018,5,19,5,1,2,92.0,62.0,72.71428571428571,94.13333333333334
Bengaluru,2018-05-20,47.83,3.31,18.67,10.96,0.79,4.3,47.98,80.0,Satisfactory,2018,5,20,6,1,2,98.0,60.0,75.57142857142857,93.96666666666667
Bengaluru,2018-05-21,52.64,8.66,33.17,19.8,0.8,4.51,36.12,71.0,Satisfactory,2018,5,21,0,0,2,80.0,69.0,75.85714285714286,93.7
Bengaluru,2018-05-22,59.24,5.24,35.39,20.95,1.06,3.12,41.2,90.0,Satisfactory,2018,5,22,1,0,2,71.0,64.0,79.57142857142857,94.23333333333333
Bengaluru,2018-05-23,62.6,7.04,35.36,26.25,0.93,4.33,30.74,117.0,Moderate,2018,5,23,2,0,2,90.0,61.0,87.57142857142857,95.93333333333334
Bengaluru,2018-05-24,35.4,6.35,32.53,21.18,0.92,4.77,34.78,70.0,Satisfactory,2018,5,24,3,0,2,117.0,65.0,88.28571428571429,95.53333333333333
Bengaluru,2018-05-25,46.14,7.52,30.05,21.53,0.95,4.87,27.78,73.0,Satisfactory,2018,5,25,4,0,2,70.0,92.0,85.57142857142857,95.5
Bengaluru,2018-05-26,33.64,13.58,30.58,26.53,1.12,3.78,22.59,76.0,Satisfactory,2018,5,26,5,1,2,73.0,98.0,82.42857142857143,95.26666666666667
Bengaluru,2018-05-27,41.73,11.87,29.69,27.37,1.02,3.86,19.04,89.0,Satisfactory,2018,5,27,6,1,2,76.0,80.0,83.71428571428571,94.8
Bengaluru,2018-05-28,29.29,6.2,18.87,18.11,1.19,4.26,30.76,80.0,Satisfactory,2018,5,28,0,0,2,89.0,71.0,85.0,94.73333333333333
Bengaluru,2018-05-29,16.92,6.37,15.29,17.52,1.18,3.57,27.82,67.0,Satisfactory,2018,5,29,1,0,2,80.0,90.0,81.71428571428571,94.26666666666667
Bengaluru,2018-05-30,35.67,6.7,21.27,16.18,1.01,3.68,23.37,60.0,Satisfactory,2018,5,30,2,0,2,67.0,117.0,73.57142857142857,92.93333333333334
Bengaluru,2018-05-31,33.16,7.15,22.99,17.21,1.03,3.55,21.01,73.0,Satisfactory,2018,5,31,3,0,2,60.0,70.0,74.0,83.63333333333334
Bengaluru,2018-06-01,42.07,8.89,25.48,19.15,0.99,3.69,24.28,68.0,Satisfactory,2018,6,1,4,0,2,73.0,73.0,73.28571428571429,82.1
Bengaluru,2018-06-02,44.47,10.58,35.43,24.13,1.06,6.55,23.96,86.0,Satisfactory,2018,6,2,5,1,2,68.0,76.0,74.71428571428571,81.7
Bengaluru,2018-06-03,38.79,7.51,22.36,15.78,1.01,4.18,16.46,88.0,Satisfactory,2018,6,3,6,1,2,86.0,89.0,74.57142857142857,82.2
Bengaluru,2018-06-04,23.35,8.65,20.58,16.36,0.96,4.39,15.51,60.0,Satisfactory,2018,6,4,0,0,2,88.0,80.0,71.71428571428571,79.4
Bengaluru,2018-06-05,25.5,8.03,16.5,15.62,0.94,6.31,16.54,61.0,Satisfactory,2018,6,5,1,0,2,60.0,67.0,70.85714285714286,78.13333333333334
Bengaluru,2018-06-06,22.77,7.8,17.25,15.45,1.04,7.21,12.58,63.0,Satisfactory,2018,6,6,2,0,2,61.0,60.0,71.28571428571429,75.2
Bengaluru,2018-06-07,25.27,9.77,16.84,17.37,1.0,5.85,13.22,70.0,Satisfactory,2018,6,7,3,0,2,63.0,73.0,70.85714285714286,73.76666666666667
Bengaluru,2018-06-08,19.28,9.94,15.8,16.94,0.91,6.23,11.05,50.0,Good,2018,6,8,4,0,2,70.0,68.0,68.28571428571429,72.9
Bengaluru,2018-06-09,19.32,9.68,16.01,16.88,0.96,5.35,15.82,52.0,Satisfactory,2018,6,9,5,1,2,50.0,86.0,63.42857142857143,72.46666666666667
Bengaluru,2018-06-10,18.93,13.55,20.85,20.16,0.92,5.19,12.71,51.0,Satisfactory,2018,6,10,6,1,2,52.0,88.0,58.142857142857146,72.2
Bengaluru,2018-06-11,23.76,10.26,15.51,18.29,0.99,4.66,10.74,65.0,Satisfactory,2018,6,11,0,0,2,51.0,60.0,58.857142857142854,72.3
Bengaluru,2018-06-12,23.78,9.05,13.32,15.48,0.99,3.37,13.91,50.0,Good,2018,6,12,1,0,2,65.0,61.0,57.285714285714285,71.96666666666667
Bengaluru,2018-06-13,27.34,10.17,15.9,18.48,0.95,4.0,12.97,49.0,Good,2018,6,13,2,0,2,50.0,63.0,55.285714285714285,71.3
Bengaluru,2018-06-14,31.79,10.85,19.26,20.84,1.02,2.91,16.41,61.0,Satisfactory,2018,6,14,3,0,2,49.0,70.0,54.0,71.2
Bengaluru,2018-06-15,61.43,9.95,23.54,21.94,1.01,3.21,18.53,83.0,Satisfactory,2018,6,15,4,0,2,61.0,50.0,58.714285714285715,71.93333333333334
Bengaluru,2018-06-16,22.24,9.44,18.63,20.74,1.09,3.24,13.77,106.0,Moderate,2018,6,16,5,1,2,83.0,52.0,66.42857142857143,73.3
Bengaluru,2018-06-17,17.38,9.08,15.39,18.77,1.06,3.83,8.71,55.0,Satisfactory,2018,6,17,6,1,2,106.0,51.0,67.0,72.06666666666666
Bengaluru,2018-06-18,13.38,9.51,14.75,19.88,1.15,4.93,11.02,69.0,Satisfactory,2018,6,18,0,0,2,55.0,65.0,67.57142857142857,71.1
Bengaluru,2018-06-19,32.62,8.27,12.51,17.4,1.06,4.53,14.71,81.0,Satisfactory,2018,6,19,1,0,2,69.0,50.0,72.0,71.13333333333334
Bengaluru,2018-06-20,13.64,8.31,14.01,18.08,1.06,4.83,21.95,69.0,Satisfactory,2018,6,20,2,0,2,81.0,49.0,74.85714285714286,71.06666666666666
Bengaluru,2018-06-21,16.71,7.76,20.26,20.93,1.02,5.1,25.83,64.0,Satisfactory,2018,6,21,3,0,2,69.0,61.0,75.28571428571429,70.2
Bengaluru,2018-06-22,18.94,10.67,31.69,27.45,1.02,4.68,26.92,64.0,Satisfactory,2018,6,22,4,0,2,64.0,83.0,72.57142857142857,68.43333333333334
Bengaluru,2018-06-23,23.76,9.93,23.67,22.5,1.03,4.7,17.71,66.0,Satisfactory,2018,6,23,5,1,2,64.0,106.0,66.85714285714286,68.3
Bengaluru,2018-06-24,21.84,7.93,15.51,18.69,0.98,4.64,15.09,64.0,Satisfactory,2018,6,24,6,1,2,66.0,55.0,68.14285714285714,68.0
Bengaluru,2018-06-25,51.82,6.93,14.77,16.14,1.01,4.79,14.73,87.0,Satisfactory,2018,6,25,0,0,2,64.0,69.0,70.71428571428571,68.36666666666666
Bengaluru,2018-06-26,32.62,5.69,13.9,13.51,0.93,4.78,18.29,92.0,Satisfactory,2018,6,26,1,0,2,87.0,81.0,72.28571428571429,68.46666666666667
Bengaluru,2018-06-27,11.68,4.95,15.17,12.58,1.02,4.87,16.43,60.0,Satisfactory,2018,6,27,2,0,2,92.0,69.0,71.0,67.8
Bengaluru,2018-06-28,9.23,6.3,17.93,14.8,0.99,5.5,15.6,57.0,Satisfactory,2018,6,28,3,0,2,60.0,64.0,70.0,67.46666666666667
Bengaluru,2018-06-29,11.93,10.26,17.94,17.54,0.99,5.95,17.84,51.0,Satisfactory,2018,6,29,4,0,2,57.0,64.0,68.14285714285714,67.16666666666667
Bengaluru,2018-06-30,18.23,32.78,33.04,38.97,1.0,6.63,10.67,66.0,Satisfactory,2018,6,30,5,1,2,51.0,66.0,68.14285714285714,66.93333333333334
Bengaluru,2018-07-01,19.15,24.59,22.68,32.18,0.89,6.11,11.29,72.0,Satisfactory,2018,7,1,6,1,3,66.0,64.0,69.28571428571429,67.06666666666666
Bengaluru,2018-07-02,16.29,28.13,27.31,31.9,0.88,6.9,16.14,63.0,Satisfactory,2018,7,2,0,0,3,72.0,87.0,65.85714285714286,66.3
Bengaluru,2018-07-03,21.63,23.02,20.07,28.51,0.87,7.51,16.04,63.0,Satisfactory,2018,7,3,1,0,3,63.0,92.0,61.714285714285715,65.46666666666667
Bengaluru,2018-07-04,18.55,17.71,15.35,23.4,0.79,6.49,14.42,60.0,Satisfactory,2018,7,4,2,0,3,63.0,60.0,61.714285714285715,65.46666666666667
Bengaluru,2018-07-05,20.36,17.18,17.48,24.0,0.82,6.47,15.83,61.0,Satisfactory,2018,7,5,3,0,3,60.0,57.0,62.285714285714285,65.46666666666667
Bengaluru,2018-07-06,21.44,17.06,16.86,23.64,0.86,6.63,15.59,65.0,Satisfactory,2018,7,6,4,0,3,61.0,51.0,64.28571428571429,65.53333333333333
Bengaluru,2018-07-07,15.56,13.94,17.49,22.69,0.76,7.2,18.73,56.0,Satisfactory,2018,7,7,5,1,3,65.0,66.0,62.857142857142854,65.06666666666666
Bengaluru,2018-07-08,22.83,13.04,14.5,19.14,0.89,7.09,16.35,62.0,Satisfactory,2018,7,8,6,1,3,56.0,72.0,61.42857142857143,65.46666666666667
Bengaluru,2018-07-09,21.11,20.04,18.16,27.64,0.88,7.5,13.71,66.0,Satisfactory,2018,7,9,0,0,3,62.0,63.0,61.857142857142854,65.93333333333334
Bengaluru,2018-07-10,36.65,19.76,20.32,28.01,0.87,7.49,14.05,63.0,Satisfactory,2018,7,10,1,0,3,66.0,63.0,61.857142857142854,66.33333333333333
Bengaluru,2018-07-11,20.8,17.69,16.23,24.79,0.9,8.27,14.5,78.0,Satisfactory,2018,7,11,2,0,3,63.0,60.0,64.42857142857143,66.76666666666667
Bengaluru,2018-07-12,17.82,15.33,14.74,20.39,0.75,8.6,15.79,56.0,Satisfactory,2018,7,12,3,0,3,78.0,61.0,63.714285714285715,66.96666666666667
Bengaluru,2018-07-13,16.63,12.73,15.78,20.25,0.78,7.14,18.07,53.0,Satisfactory,2018,7,13,4,0,3,56.0,65.0,62.0,67.1
Bengaluru,2018-07-14,18.87,16.04,15.81,22.41,0.75,7.47,16.19,57.0,Satisfactory,2018,7,14,5,1,3,53.0,56.0,62.142857142857146,66.96666666666667
Bengaluru,2018-07-15,17.08,12.09,12.25,16.7,0.71,6.66,17.01,62.0,Satisfactory,2018,7,15,6,1,3,57.0,62.0,62.142857142857146,66.26666666666667
Bengaluru,2018-07-16,19.93,19.67,16.2,25.39,0.8,7.32,13.25,59.0,Satisfactory,2018,7,16,0,0,3,62.0,66.0,61.142857142857146,64.7
Bengaluru,2018-07-17,16.98,10.93,15.05,16.7,0.82,7.56,18.52,60.0,Satisfactory,2018,7,17,1,0,3,59.0,63.0,60.714285714285715,64.86666666666666
Bengaluru,2018-07-18,18.83,6.08,13.81,11.96,0.8,7.75,17.83,57.0,Satisfactory,2018,7,18,2,0,3,60.0,78.0,57.714285714285715,64.46666666666667
Bengaluru,2018-07-19,16.82,6.33,16.04,13.91,0.86,7.58,18.19,59.0,Satisfactory,2018,7,19,3,0,3,57.0,56.0,58.142857142857146,63.733333333333334
Bengaluru,2018-07-20,15.52,6.5,16.03,13.27,0.83,7.49,22.36,52.0,Satisfactory,2018,7,20,4,0,3,59.0,53.0,58.0,63.166666666666664
Bengaluru,2018-07-21,17.44,6.02,17.69,13.99,0.83,7.68,21.97,59.0,Satisfactory,2018,7,21,5,1,3,52.0,57.0,58.285714285714285,63.0
Bengaluru,2018-07-22,18.63,5.71,14.94,11.91,0.85,8.01,21.53,60.0,Satisfactory,2018,7,22,6,1,3,59.0,62.0,58.0,62.86666666666667
Bengaluru,2018-07-23,19.86,9.81,18.69,18.1,0.87,7.9,15.16,65.0,Satisfactory,2018,7,23,0,0,3,60.0,59.0,58.857142857142854,62.833333333333336
Bengaluru,2018-07-24,17.85,7.46,16.37,15.74,0.92,7.08,13.77,64.0,Satisfactory,2018,7,24,1,0,3,65.0,60.0,59.42857142857143,62.833333333333336
Bengaluru,2018-07-25,17.62,8.78,18.57,19.77,0.94,7.68,12.29,59.0,Satisfactory,2018,7,25,2,0,3,64.0,57.0,59.714285714285715,61.9
Bengaluru,2018-07-26,20.0,12.84,28.4,33.72,0.83,7.55,13.43,65.0,Satisfactory,2018,7,26,3,0,3,59.0,59.0,60.57142857142857,61.0
Bengaluru,2018-07-27,22.28,8.27,21.86,22.7,0.76,7.46,15.22,68.0,Satisfactory,2018,7,27,4,0,3,65.0,52.0,62.857142857142854,61.266666666666666
