City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2015-03-21,48.59,3.47,27.0,18.04,3.89,1.94,52.96,91.0,Satisfactory
Bengaluru,2015-03-22,47.38,2.84,22.39,15.33,11.29,2.05,71.85,120.0,Moderate
Bengaluru,2015-03-23,65.65,3.1,26.35,17.45,9.95,6.3,72.84,154.0,Moderate
Bengaluru,2015-03-24,60.47,5.39,29.87,20.88,1.46,6.07,64.12,119.0,Moderate
Bengaluru,2015-03-25,62.56,3.16,23.57,16.39,10.05,4.98,82.34,232.0,Poor
Bengaluru,2015-03-26,60.73,4.16,32.07,21.03,1.44,1.67,67.21,132.0,Moderate
Bengaluru,2015-03-27,42.1,4.01,25.55,17.37,2.85,2.46,51.93,123.0,Moderate
Bengaluru,2015-03-28,40.0,2.93,17.99,11.36,8.07,2.5,44.65,152.0,Moderate
Bengaluru,2015-03-29,32.16,2.38,12.9,8.3,8.53,2.08,56.31,143.0,Moderate
Bengaluru,2015-03-30,30.78,2.68,16.23,14.63,1.46,2.63,49.52,80.0,Satisfactory
Bengaluru,2015-03-31,38.99,2.6,10.97,12.7,1.79,2.79,47.67,90.0,Satisfactory
Bengaluru,2015-04-01,36.42,2.68,8.83,9.13,9.6,3.17,48.25,151.0,Moderate
Bengaluru,2015-04-02,38.15,4.24,10.29,9.99,4.06,7.65,53.26,123.0,Moderate
Bengaluru,2015-04-03,35.11,2.63,5.99,6.82,5.34,2.32,57.75,178.0,Moderate
Bengaluru,2015-04-04,36.68,3.63,12.89,10.88,1.47,3.29,76.36,101.0,Moderate
Bengaluru,2015-04-05,36.92,2.2,9.0,7.6,9.58,4.07,65.62,160.0,Moderate
Bengaluru,2015-04-06,31.78,2.48,8.14,8.06,0.55,7.22,54.31,71.0,Satisfactory
Bengaluru,2015-04-07,37.25,2.86,7.14,11.25,2.3,5.88,60.42,76.0,Satisfactory
Bengaluru,2015-04-08,29.8,2.59,9.04,7.52,6.84,1.84,49.55,153.0,Moderate
Bengaluru,2015-04-09,25.06,3.21,8.72,7.2,5.82,2.6,42.63,80.0,Satisfactory
Bengaluru,2015-04-10,24.4,6.87,7.46,8.7,5.19,2.03,44.47,129.0,Moderate
Bengaluru,2015-04-11,32.08,6.6,7.09,8.82,1.7,3.22,53.91,107.0,Moderate
Bengaluru,2015-04-12,19.72,1.81,4.97,5.51,2.65,5.16,44.53,122.0,Moderate
Bengaluru,2015-04-13,17.03,2.17,8.53,9.95,2.23,2.75,39.03,85.0,Satisfactory
Bengaluru,2015-04-14,19.73,2.26,6.1,6.13,1.4,4.66,57.7,62.0,Satisfactory
Bengaluru,2015-04-15,22.52,6.71,4.86,14.02,5.45,4.9,77.05,177.0,Moderate
Bengaluru,2015-04-16,21.36,2.86,7.98,12.69,0.97,29.11,96.88,152.0,Moderate
Bengaluru,2015-04-17,24.35,3.06,6.64,7.42,12.93,2.58,97.2,210.0,Poor
Bengaluru,2015-04-18,18.33,2.4,5.98,6.47,3.84,3.99,101.63,170.0,Moderate
Bengaluru,2015-04-19,17.66,1.85,6.58,5.89,0.48,2.49,81.34,135.0,Moderate
Bengaluru,2015-04-20,27.46,2.53,7.91,7.1,4.58,5.53,37.22,118.0,Moderate
Bengaluru,2015-04-21,27.94,3.8,6.45,9.94,6.14,4.43,34.74,127.0,Moderate
Bengaluru,2015-04-22,23.81,4.01,6.21,13.57,0.915,26.42,32.79,47.0,Good
Bengaluru,2015-04-23,23.11,4.16,6.84,14.07,3.65,12.35,15.88,44.0,Good
Bengaluru,2015-04-24,15.12,4.35,14.96,12.52,1.13,5.12,109.66,67.0,Satisfactory
Bengaluru,2015-04-25,19.59,4.35,8.42,12.28,3.1,26.92,157.2,44.0,Good
Bengaluru,2015-04-26,69.85,8.6,14.35,19.55,1.22,15.91,123.32,82.0,Satisfactory
Bengaluru,2015-04-27,24.62,3.77,7.74,11.71,1.26,18.89,65.38,156.0,Moderate
Bengaluru,2015-04-28,32.92,7.12,12.95,18.7,2.31,14.79,57.59,96.0,Satisfactory
Bengaluru,2015-04-29,44.53,7.24,17.71,22.68,1.34,8.34,27.11,72.0,Satisfactory
Bengaluru,2015-04-30,26.68,3.79,16.69,12.64,0.915,11.54,51.81,117.0,Moderate
Bengaluru,2015-05-01,39.06,3.45,14.31,12.05,1.59,4.96,26.93,67.0,Satisfactory
Bengaluru,2015-05-02,50.83,5.74,14.24,14.93,4.44,2.99,16.83,217.0,Poor
Bengaluru,2015-05-03,62.58,5.03,15.2,10.05,1.32,7.47,17.81,64.0,Satisfactory
Bengaluru,2015-05-04,45.26,5.21,25.81,15.91,4.17,6.79,21.39,162.0,Moderate
Bengaluru,2015-05-05,40.37,9.03,20.7,13.3,0.0,8.6,36.56,75.0,Satisfactory
Bengaluru,2015-05-06,43.21,8.24,17.15,10.79,28.28,11.77,80.02,141.0,Moderate
Bengaluru,2015-05-07,41.53,5.74,20.41,14.16,0.5,4.67,31.73,70.0,Satisfactory
Bengaluru,2015-05-08,27.85,5.82,17.29,11.04,4.82,7.18,88.24,142.0,Moderate
Bengaluru,2015-05-09,36.83,4.6,24.35,13.81,23.56,6.64,39.61,140.0,Moderate
Bengaluru,2015-05-10,40.81,6.5,29.77,14.91,2.57,3.46,32.11,71.0,Satisfactory
Bengaluru,2015-05-11,36.11,6.97,29.38,17.29,0.3,11.84,14.0,66.0,Satisfactory
Bengaluru,2015-05-12,28.76,8.95,29.1,18.34,0.915,2.96,15.17,56.0,Satisfactory
Bengaluru,2015-05-13,40.74,8.61,32.27,20.96,0.0,2.77,7.96,45.0,Good
Bengaluru,2015-05-14,23.77,6.77,33.12,20.16,1.19,2.83,12.14,61.0,Satisfactory
Bengaluru,2015-05-15,17.34,5.26,22.13,14.1,2.06,3.08,12.14,70.0,Satisfactory
Bengaluru,2015-05-16,30.45,5.23,32.24,18.53,1.19,3.9,8.48,59.0,Satisfactory
Bengaluru,2015-05-17,15.8,5.08,22.62,11.25,12.23,5.8,21.44,125.0,Moderate
Bengaluru,2015-05-18,20.12,6.65,22.49,13.5,12.77,5.83,32.76,106.0,Moderate
Bengaluru,2015-05-19,25.27,10.97,31.22,20.24,1.14,3.92,37.13,84.0,Satisfactory
Bengaluru,2015-05-20,26.7,4.76,32.48,16.97,1.26,4.24,36.42,57.0,Satisfactory
Bengaluru,2015-05-21,27.84,6.01,17.97,9.15,1.21,4.38,25.96,56.0,Satisfactory
Bengaluru,2015-05-22,29.52,5.09,17.88,8.93,10.68,4.89,28.02,140.0,Moderate
Bengaluru,2015-05-23,27.97,6.23,23.45,13.42,17.21,12.38,22.59,156.0,Moderate
Bengaluru,2015-05-24,28.17,4.91,17.13,10.15,9.13,3.98,23.52,156.0,Moderate
Bengaluru,2015-05-25,27.71,4.01,18.69,10.4,4.19,4.81,21.85,111.0,Moderate
Bengaluru,2015-05-26,28.01,2.74,12.85,9.33,4.21,3.92,23.36,158.0,Moderate
Bengaluru,2015-05-27,31.7,2.97,11.83,9.27,4.79,4.02,27.83,93.0,Satisfactory
Bengaluru,2015-05-28,48.08,12.38,41.16,23.43,1.22,0.96,42.06,97.0,Satisfactory
Bengaluru,2015-05-29,30.77,6.31,22.5,13.99,1.4,0.92,31.65,94.0,Satisfactory
Bengaluru,2015-05-30,26.15,0.95,14.82,10.67,4.52,7.13,54.35,147.0,Moderate
Bengaluru,2015-05-31,40.71,0.75,6.62,5.01,2.84,4.24,22.32,100.0,Satisfactory
Bengaluru,2015-06-01,23.69,1.65,14.12,7.77,1.7,6.9,68.17,101.0,Moderate
Bengaluru,2015-06-02,23.95,0.46,9.28,3.25,1.77,7.93,54.65,84.0,Satisfactory
Bengaluru,2015-06-03,21.51,1.59,19.98,9.87,1.52,4.44,46.8,84.0,Satisfactory
Bengaluru,2015-06-04,25.56,1.14,6.39,7.52,1.4,4.47,29.64,74.0,Satisfactory
Bengaluru,2015-06-05,22.41,2.59,14.61,19.41,5.65,5.85,27.39,130.0,Moderate
Bengaluru,2015-06-06,16.02,4.7,30.73,36.51,1.78,11.64,20.75,74.0,Satisfactory
Bengaluru,2015-06-07,12.69,4.38,25.18,27.39,4.45,4.22,19.63,74.0,Satisfactory
Bengaluru,2015-06-08,13.29,4.82,22.65,13.65,3.93,17.45,17.13,162.0,Moderate
Bengaluru,2015-06-09,12.11,6.72,20.8,13.22,1.4,15.06,20.96,55.0,Satisfactory
Bengaluru,2015-06-10,13.66,3.61,22.16,11.83,1.96,6.09,24.49,72.0,Satisfactory
Bengaluru,2015-06-11,14.56,3.34,17.32,8.95,1.54,11.59,15.75,66.0,Satisfactory
Bengaluru,2015-06-12,14.76,3.2,13.35,7.08,1.89,10.35,20.52,81.0,Satisfactory
Bengaluru,2015-06-13,12.29,2.53,10.75,4.86,3.21,15.0,19.08,94.0,Satisfactory
Bengaluru,2015-06-14,11.72,1.76,9.61,4.7,2.36,1.96,20.38,128.0,Moderate
Bengaluru,2015-06-15,15.7,6.3,13.12,10.43,1.56,5.04,34.42,86.0,Satisfactory
Bengaluru,2015-06-16,22.94,2.88,10.09,5.6,3.74,1.58,13.24,136.0,Moderate
Bengaluru,2015-06-17,19.54,2.19,11.09,5.01,2.0,4.12,13.5,67.0,Satisfactory
Bengaluru,2015-06-18,22.68,2.8,18.7,9.83,1.3,1.35,16.42,45.0,Good
Bengaluru,2015-06-19,21.86,3.91,19.0,11.85,1.54,4.34,11.12,70.0,Satisfactory
Bengaluru,2015-06-20,18.74,3.9,14.48,9.69,2.89,1.95,8.62,93.0,Satisfactory
Bengaluru,2015-06-21,18.81,3.01,15.95,8.19,3.84,2.02,10.31,166.0,Moderate
Bengaluru,2015-06-22,15.11,2.78,16.04,11.71,4.29,5.53,10.68,183.0,Moderate
Bengaluru,2015-06-23,17.47,1.74,7.27,4.01,2.08,7.51,10.97,107.0,Moderate
Bengaluru,2015-06-24,15.92,0.89,5.61,1.82,5.48,5.41,21.62,140.0,Moderate
Bengaluru,2015-06-25,13.58,2.0,5.38,3.37,2.83,5.49,11.83,107.0,Moderate
Bengaluru,2015-06-26,14.52,1.14,6.1,3.71,1.75,4.41,13.27,70.0,Satisfactory
Bengaluru,2015-06-27,27.25,0.86,5.23,2.93,15.98,10.62,15.2,165.0,Moderate
Bengaluru,2015-06-28,20.99,0.72,4.38,1.91,2.03,2.53,15.42,160.0,Moderate
Bengaluru,2015-06-29,22.26,1.23,7.02,3.74,5.28,7.62,10.29,209.0,Poor
Bengaluru,2015-06-30,23.51,2.75,8.39,5.43,5.01,5.94,6.61,166.0,Moderate
Bengaluru,2015-07-01,19.76,1.24,6.34,3.24,6.96,6.28,6.45,187.0,Moderate
Bengaluru,2015-07-02,20.24,2.26,11.59,6.83,2.58,5.12,11.01,162.0,Moderate
Bengaluru,2015-07-03,17.28,1.07,5.11,2.7,7.52,3.69,8.37,185.0,Moderate
Bengaluru,2015-07-04,21.52,1.0,5.99,2.9,15.9,2.76,9.72,141.0,Moderate
Bengaluru,2015-07-05,19.43,1.13,7.66,4.66,20.81,2.29,7.89,225.0,Poor
Bengaluru,2015-07-06,19.27,2.21,8.79,6.36,26.99,2.54,8.96,309.0,Very Poor
Bengaluru,2015-07-07,23.27,1.73,7.83,7.62,2.86,3.36,9.3,136.0,Moderate
Bengaluru,2015-07-08,18.63,2.96,8.71,6.88,7.24,6.25,7.27,139.0,Moderate
Bengaluru,2015-07-09,14.52,5.93,10.04,8.43,3.42,3.89,7.56,161.0,Moderate
Bengaluru,2015-07-10,12.84,7.5,10.1,9.4,15.1,3.25,5.4,160.0,Moderate
Bengaluru,2015-07-11,19.08,6.5,10.66,9.34,2.42,2.39,5.06,127.0,Moderate
Bengaluru,2015-07-12,23.45,5.88,9.83,8.64,2.11,1.86,9.66,71.0,Satisfactory
Bengaluru,2015-07-13,25.62,5.21,12.22,9.75,27.06,2.84,10.42,246.0,Poor
Bengaluru,2015-07-14,27.03,4.42,11.7,9.3,10.62,2.78,7.82,250.0,Poor
Bengaluru,2015-07-15,24.09,5.64,17.43,12.1,9.91,4.49,5.49,176.0,Moderate
Bengaluru,2015-07-16,23.17,4.97,15.73,11.27,3.56,2.98,8.06,176.0,Moderate
Bengaluru,2015-07-17,26.84,6.18,10.76,9.67,1.62,3.46,8.48,55.0,Satisfactory
Bengaluru,2015-07-18,19.24,3.78,8.46,7.12,18.69,3.98,10.27,156.0,Moderate
Bengaluru,2015-07-19,14.46,3.76,7.65,6.72,12.18,1.66,9.43,195.0,Moderate
Bengaluru,2015-07-20,14.3,5.1,10.26,8.78,9.82,2.39,8.67,197.0,Moderate
Bengaluru,2015-07-21,19.29,4.45,11.45,8.94,9.35,1.72,3.62,223.0,Poor
Bengaluru,2015-07-22,21.39,4.14,9.91,8.06,16.7,2.39,3.54,182.0,Moderate
Bengaluru,2015-07-23,45.86,5.98,11.26,9.75,9.44,3.29,5.13,245.0,Poor
Bengaluru,2015-07-24,18.38,3.82,9.48,7.7,16.46,10.54,6.49,268.0,Poor
Bengaluru,2015-07-25,24.44,4.63,10.0,8.6,2.89,15.96,9.61,51.0,Satisfactory
Bengaluru,2015-07-26,25.14,3.59,11.03,7.88,2.42,2.54,8.9,49.0,Good
Bengaluru,2015-07-27,13.85,5.69,8.83,8.32,14.36,3.82,8.78,157.0,Moderate
Bengaluru,2015-07-28,16.63,3.66,10.76,8.08,12.51,5.27,7.16,128.0,Moderate
Bengaluru,2015-07-29,19.04,3.67,12.67,9.08,1.5,4.9,5.82,66.0,Satisfactory
Bengaluru,2015-07-30,24.43,4.59,11.52,7.93,1.86,3.15,5.42,105.0,Moderate
Bengaluru,2015-07-31,19.16,5.08,10.27,7.61,1.09,3.35,3.53,49.0,Good
Bengaluru,2015-08-01,18.18,4.06,20.21,11.77,9.97,2.43,3.38,97.0,Satisfactory
Bengaluru,2015-08-02,15.52,3.48,9.54,6.15,37.73,1.86,4.83,257.0,Poor
Bengaluru,2015-08-03,18.67,5.9,11.41,8.58,25.13,2.13,5.74,139.0,Moderate
Bengaluru,2015-08-04,15.85,5.74,10.66,8.17,9.92,2.6,5.24,95.0,Satisfactory
Bengaluru,2015-08-05,18.26,4.56,11.85,8.03,48.07,2.4,3.0,106.0,Moderate
Bengaluru,2015-08-06,17.94,6.02,18.38,13.03,3.15,5.94,7.21,89.0,Satisfactory
Bengaluru,2015-08-07,21.86,3.06,10.02,6.18,1.16,3.79,3.29,44.0,Good
Bengaluru,2015-08-08,46.86,2.62,8.46,5.62,20.25,3.78,3.98,97.0,Satisfactory
Bengaluru,2015-08-09,54.42,1.56,7.32,5.27,8.78,2.1,4.73,187.0,Moderate
Bengaluru,2015-08-10,21.02,3.65,8.21,6.26,1.82,5.16,6.23,83.0,Satisfactory
Bengaluru,2015-08-11,21.1,2.56,7.98,5.34,29.0,2.96,9.86,129.0,Moderate
Bengaluru,2015-08-12,16.64,3.45,7.44,5.58,29.16,7.22,6.76,128.0,Moderate
Bengaluru,2015-08-13,14.99,4.81,6.61,6.6,34.69,2.51,6.11,217.0,Poor
Bengaluru,2015-08-14,20.21,4.54,14.73,12.48,35.05,6.15,5.86,277.0,Poor
Bengaluru,2015-08-15,18.04,1.93,13.63,9.32,16.67,2.49,10.04,176.0,Moderate
Bengaluru,2015-08-16,20.8,5.06,17.39,10.93,9.03,1.32,7.48,206.0,Poor
Bengaluru,2015-08-17,15.35,6.56,19.5,13.98,14.55,2.98,5.93,238.0,Poor
Bengaluru,2015-08-18,27.31,4.58,19.73,12.9,21.83,2.85,3.75,229.0,Poor
Bengaluru,2015-08-19,32.13,9.89,17.92,15.33,9.91,7.14,4.3,236.0,Poor
Bengaluru,2015-08-20,23.26,7.05,34.35,21.46,1.31,3.73,3.41,92.0,Satisfactory
Bengaluru,2015-08-21,17.9,3.31,17.51,11.02,11.68,6.56,3.44,100.0,Satisfactory
Bengaluru,2015-08-22,10.99,2.95,15.97,9.93,1.14,1.07,3.35,97.0,Satisfactory
Bengaluru,2015-08-23,12.9,2.79,11.64,7.72,26.54,0.91,3.86,59.0,Satisfactory
Bengaluru,2015-08-24,22.29,4.0,15.11,10.24,1.16,1.0,4.72,96.0,Satisfactory
Bengaluru,2015-08-25,20.06,5.0,16.49,13.5,4.29,4.38,6.26,123.0,Moderate
Bengaluru,2015-08-26,17.38,4.23,12.18,12.33,1.43,1.1,7.65,77.0,Satisfactory
Bengaluru,2015-08-27,14.67,6.76,20.81,14.62,2.4,1.13,4.84,57.0,Satisfactory
Bengaluru,2015-08-28,18.96,3.22,21.16,12.18,1.96,1.42,4.19,63.0,Satisfactory
Bengaluru,2015-08-29,20.56,4.26,13.86,9.92,9.97,2.56,12.64,174.0,Moderate
Bengaluru,2015-08-30,17.27,1.37,5.53,3.77,2.76,0.73,12.65,121.0,Moderate
Bengaluru,2015-08-31,23.42,2.6,6.47,5.25,5.77,1.24,17.22,92.0,Satisfactory
Bengaluru,2015-09-01,24.9,2.58,7.25,5.57,5.26,1.67,13.62,81.0,Satisfactory
Bengaluru,2015-09-02,23.54,1.75,9.49,6.09,1.19,2.18,11.57,43.0,Good
Bengaluru,2015-09-03,24.49,2.5,12.59,8.41,1.42,2.49,14.5,52.0,Satisfactory
Bengaluru,2015-09-04,26.16,3.72,15.89,10.97,1.76,2.12,10.98,72.0,Satisfactory
Bengaluru,2015-09-05,27.38,6.79,17.6,14.32,1.47,2.63,38.49,73.0,Satisfactory
Bengaluru,2015-09-06,18.38,2.41,11.7,7.72,22.81,1.35,30.46,208.0,Poor
Bengaluru,2015-09-07,16.34,4.12,12.0,9.25,9.83,3.08,21.21,179.0,Moderate
Bengaluru,2015-09-08,22.47,6.9,10.95,10.3,1.78,5.6,12.62,93.0,Satisfactory
Bengaluru,2015-09-09,29.6,6.75,11.14,10.91,13.22,7.0,5.34,60.0,Satisfactory
Bengaluru,2015-09-10,15.21,6.53,12.29,11.26,1.2,3.26,5.01,65.0,Satisfactory
Bengaluru,2015-09-11,18.09,5.32,13.42,10.92,3.19,2.85,5.48,60.0,Satisfactory
Bengaluru,2015-09-12,16.68,4.77,13.1,10.22,22.32,2.42,17.12,167.0,Moderate
Bengaluru,2015-09-13,12.24,2.59,11.85,7.95,19.24,2.08,13.22,141.0,Moderate
Bengaluru,2015-09-14,14.99,5.5,12.44,10.43,18.85,2.19,12.68,175.0,Moderate
Bengaluru,2015-09-15,11.75,3.39,11.66,8.49,1.06,2.54,5.72,41.0,Good
Bengaluru,2015-09-16,11.47,3.26,12.06,8.6,18.66,2.26,14.33,81.0,Satisfactory
Bengaluru,2015-09-17,10.93,2.64,9.78,6.94,1.7,1.92,10.45,52.0,Satisfactory
Bengaluru,2015-09-18,13.18,2.99,8.71,7.78,1.01,2.34,21.33,31.0,Good
Bengaluru,2015-09-19,13.47,3.25,8.98,8.24,8.24,2.85,10.94,144.0,Moderate
Bengaluru,2015-09-20,7.32,3.3,9.42,8.69,1.27,1.74,11.51,64.0,Satisfactory
Bengaluru,2015-09-21,16.51,3.86,15.32,12.75,2.15,3.01,15.34,51.0,Satisfactory
Bengaluru,2015-09-22,28.38,6.09,22.83,18.49,2.21,2.97,20.63,82.0,Satisfactory
Bengaluru,2015-09-23,27.74,3.53,27.93,19.01,2.13,2.32,21.96,85.0,Satisfactory
Bengaluru,2015-09-24,29.1,3.31,22.47,15.65,2.39,2.37,16.37,89.0,Satisfactory
Bengaluru,2015-09-25,17.48,3.62,21.03,13.71,3.05,2.47,49.22,139.0,Moderate
Bengaluru,2015-09-26,14.95,1.98,17.22,10.16,2.68,1.46,9.51,157.0,Moderate
Bengaluru,2015-09-27,27.29,10.46,20.53,18.34,2.26,1.7,12.01,155.0,Moderate
Bengaluru,2015-09-28,19.98,21.66,30.35,31.94,2.0,1.69,18.48,94.0,Satisfactory
Bengaluru,2015-09-29,31.36,5.95,33.02,21.34,2.09,1.72,20.18,100.0,Satisfactory
Bengaluru,2015-09-30,35.5,6.74,31.34,21.07,2.71,1.3,14.05,117.0,Moderate
Bengaluru,2015-10-01,26.25,4.82,30.71,19.52,1.95,1.45,12.61,136.0,Moderate
Bengaluru,2015-10-02,22.3,3.85,26.84,17.13,1.82,4.18,30.46,96.0,Satisfactory
Bengaluru,2015-10-03,13.97,2.64,19.24,11.96,1.67,1.6,18.98,101.0,Moderate
Bengaluru,2015-10-04,9.63,3.75,16.51,11.21,2.21,1.37,12.67,128.0,Moderate
Bengaluru,2015-10-05,28.7,6.17,23.13,16.54,1.96,2.64,10.81,92.0,Satisfactory
Bengaluru,2015-10-06,35.04,6.66,19.67,15.11,1.7,4.52,15.74,98.0,Satisfactory
Bengaluru,2015-10-07,15.82,3.63,19.92,12.95,1.63,5.29,11.29,102.0,Moderate
Bengaluru,2015-10-08,12.14,5.05,19.19,13.76,1.21,8.55,12.96,69.0,Satisfactory
Bengaluru,2015-10-09,14.44,5.96,20.31,15.2,1.54,7.68,14.01,54.0,Satisfactory
Bengaluru,2015-10-10,12.01,6.16,21.36,15.75,2.66,7.04,10.22,101.0,Moderate
Bengaluru,2015-10-11,10.02,4.91,19.3,13.76,3.38,2.26,9.49,110.0,Moderate
Bengaluru,2015-10-12,17.14,7.37,27.34,19.63,1.72,2.61,8.84,54.0,Satisfactory
Bengaluru,2015-10-13,25.65,10.14,38.97,27.72,1.62,2.54,9.81,77.0,Satisfactory
Bengaluru,2015-10-14,31.78,11.48,58.6,38.5,2.5,2.57,11.44,144.0,Moderate
Bengaluru,2015-10-15,46.63,7.75,71.63,43.26,1.47,3.74,11.97,90.0,Satisfactory
Bengaluru,2015-10-16,49.23,13.62,51.64,35.97,2.12,3.23,11.33,98.0,Satisfactory
Bengaluru,2015-10-17,40.76,5.27,33.93,21.32,6.11,2.15,13.38,173.0,Moderate
Bengaluru,2015-10-18,31.18,6.97,37.25,21.57,3.03,2.36,8.33,140.0,Moderate
Bengaluru,2015-10-19,42.02,8.97,27.41,19.27,1.5,2.71,6.43,76.0,Satisfactory
Bengaluru,2015-10-20,43.32,4.93,22.4,19.72,3.91,3.1,13.06,164.0,Moderate
Bengaluru,2015-10-21,42.64,2.42,21.57,19.75,1.14,2.14,14.4,88.0,Satisfactory
Bengaluru,2015-10-22,55.94,1.96,24.25,21.45,1.31,2.76,33.92,97.0,Satisfactory
Bengaluru,2015-10-23,51.0,3.37,28.3,26.07,1.12,2.37,42.29,110.0,Moderate
Bengaluru,2015-10-24,45.13,1.73,26.15,22.27,1.06,2.4,41.37,89.0,Satisfactory
Bengaluru,2015-10-25,38.26,1.74,20.74,17.48,0.915,2.05,43.11,81.0,Satisfactory
Bengaluru,2015-10-26,47.1,3.11,26.73,23.93,1.19,2.27,32.67,74.0,Satisfactory
Bengaluru,2015-10-27,42.92,3.55,32.0,27.82,8.22,3.72,32.4,157.0,Moderate
Bengaluru,2015-10-28,36.44,4.58,24.21,24.3,1.18,1.53,26.35,95.0,Satisfactory
Bengaluru,2015-10-29,29.17,6.15,22.68,22.27,1.15,1.37,15.59,70.0,Satisfactory
Bengaluru,2015-10-30,31.78,3.59,15.26,14.53,3.63,1.55,17.27,110.0,Moderate
Bengaluru,2015-10-31,25.77,1.83,23.3,16.35,2.63,3.37,14.45,191.0,Moderate
Bengaluru,2015-11-01,29.89,2.14,15.14,9.02,1.13,2.62,11.56,49.0,Good
Bengaluru,2015-11-02,28.56,6.9,18.2,14.16,1.36,2.51,12.65,54.0,Satisfactory
Bengaluru,2015-11-03,31.05,8.92,20.58,16.89,1.34,2.79,11.62,58.0,Satisfactory
Bengaluru,2015-11-04,43.1,4.09,12.07,8.88,3.56,2.44,19.13,65.0,Satisfactory
Bengaluru,2015-11-05,30.36,8.04,17.33,14.75,1.24,2.74,10.93,70.0,Satisfactory
Bengaluru,2015-11-06,37.22,3.66,13.89,9.7,1.21,2.01,8.07,67.0,Satisfactory
Bengaluru,2015-11-07,31.44,3.03,15.85,10.27,1.22,1.94,17.98,60.0,Satisfactory
Bengaluru,2015-11-08,31.4,1.92,15.33,8.96,0.915,1.77,23.72,56.0,Satisfactory
Bengaluru,2015-11-09,34.92,0.87,10.21,5.52,0.915,1.72,32.86,59.0,Satisfactory
Bengaluru,2015-11-10,12.63,1.46,6.81,4.75,1.48,2.05,41.66,51.0,Satisfactory
Bengaluru,2015-11-11,48.94,3.47,8.59,6.93,1.07,2.62,23.3,49.0,Good
Bengaluru,2015-11-12,63.69,5.05,8.2,7.38,1.82,2.27,18.98,146.0,Moderate
Bengaluru,2015-11-13,28.22,5.8,21.5,21.78,2.09,2.69,34.32,61.0,Satisfactory
Bengaluru,2015-11-14,42.42,7.25,29.94,31.78,1.56,2.23,31.35,130.0,Moderate
Bengaluru,2015-11-15,42.23,2.83,18.86,16.26,1.64,2.16,34.8,99.0,Satisfactory
Bengaluru,2015-11-16,16.03,3.81,18.34,18.74,1.61,2.31,35.48,91.0,Satisfactory
Bengaluru,2015-11-17,30.97,4.89,16.2,20.54,1.6,2.49,30.46,116.0,Moderate
Bengaluru,2015-11-18,19.32,4.57,15.47,18.77,1.99,2.75,30.46,126.0,Moderate
Bengaluru,2015-11-19,21.99,7.08,16.44,19.51,1.73,2.95,9.98,103.0,Moderate
Bengaluru,2015-11-20,13.89,6.84,12.14,15.35,1.72,2.5,4.56,74.0,Satisfactory
Bengaluru,2015-11-21,16.06,4.57,13.13,16.2,0.94,3.12,30.46,66.0,Satisfactory
Bengaluru,2015-11-22,16.97,3.07,10.57,12.6,0.83,2.6,30.46,61.0,Satisfactory
Bengaluru,2015-11-23,19.66,6.47,16.37,20.87,1.35,2.83,4.09,75.0,Satisfactory
Bengaluru,2015-11-24,20.35,7.76,20.64,24.75,1.36,2.59,7.77,85.0,Satisfactory
Bengaluru,2015-11-25,34.39,8.38,28.8,32.28,2.48,3.76,14.63,141.0,Moderate
Bengaluru,2015-11-26,43.91,11.74,29.33,32.78,1.52,3.44,14.8,90.0,Satisfactory
Bengaluru,2015-11-27,44.14,7.05,26.64,27.06,2.18,4.3,25.57,126.0,Moderate
Bengaluru,2015-11-28,44.94,8.47,28.1,29.37,2.3,4.7,29.1,147.0,Moderate
Bengaluru,2015-11-29,29.35,5.72,21.21,21.4,1.55,4.55,29.03,87.0,Satisfactory
Bengaluru,2015-11-30,15.34,8.46,22.22,24.6,1.13,4.45,8.84,56.0,Satisfactory
Bengaluru,2015-12-01,14.18,12.9,25.86,27.06,1.63,5.14,9.89,88.0,Satisfactory
Bengaluru,2015-12-02,13.36,8.24,24.04,17.46,1.7,11.07,8.15,67.0,Satisfactory
Bengaluru,2015-12-03,19.86,11.73,33.56,26.85,1.47,8.32,9.51,74.0,Satisfactory
Bengaluru,2015-12-04,28.35,13.06,32.95,24.78,2.03,6.08,21.38,105.0,Moderate
Bengaluru,2015-12-05,25.04,9.79,33.02,22.96,1.72,5.43,26.44,103.0,Moderate
Bengaluru,2015-12-06,29.12,2.8,25.17,13.66,0.915,3.1,43.98,54.0,Satisfactory
Bengaluru,2015-12-07,41.16,10.04,34.42,23.91,1.88,5.24,27.26,65.0,Satisfactory
Bengaluru,2015-12-08,46.33,17.24,44.41,34.36,1.81,5.81,19.1,102.0,Moderate
Bengaluru,2015-12-09,48.01,16.65,39.78,31.61,1.84,4.86,6.32,94.0,Satisfactory
Bengaluru,2015-12-10,35.48,25.04,35.58,35.53,1.92,5.27,3.36,86.0,Satisfactory
Bengaluru,2015-12-11,32.95,23.41,41.05,36.25,2.07,5.94,2.3,89.0,Satisfactory
Bengaluru,2015-12-12,50.19,18.73,57.62,31.41,1.78,5.34,2.33,99.0,Satisfactory
Bengaluru,2015-12-13,34.57,15.68,42.88,37.39,1.68,4.79,2.16,92.0,Satisfactory
Bengaluru,2015-12-14,52.06,13.51,27.66,21.45,1.33,4.38,1.87,85.0,Satisfactory
